cleaned_name,n_raw_variants,raw_variants
united nations peacebuilding commission,1,United Nations Peacebuilding Commission
united nations peacebuilding fund,1,United Nations Peacebuilding Fund
united nations political office for somalia,1,United Nations Political Office for Somalia
united nations population fund,1,United Nations Population Fund
united nations relief and works agency for palestine refugees in the near east,1,United Nations Relief and Works Agency for Palestine Refugees in the Near East
united nations relief and works agency for palestine refugees in the near east spanish committee,1,United Nations Relief and Works Agency for Palestine Refugees in the Near East - Spanish Committee
united nations secretariat,1,United Nations Secretariat
united nations stabilization mission in haiti,1,United Nations Stabilization Mission in Haiti
united nations support office in somalia,1,United Nations Support Office in Somalia
united nations sustainable development group,1,United Nations Sustainable Development Group
united nations system staff college,1,United Nations System Staff College
united nations trust fund in support of the african led international support mission in mali,1,United Nations Trust Fund in Support of the African-led International Support Mission in Mali
united nations university,1,United Nations University
united nations university centre for policy research,1,United Nations University Centre for Policy Research
united nations university institute for environment and human security,1,United Nations University Institute for Environment and Human Security
united nations university institute for natural resources in africa,1,United Nations University Institute for Natural Resources in Africa
united nations voluntary trust fund on contemporary forms of slavery,1,United Nations Voluntary Trust Fund on Contemporary Forms of Slavery
united nations volunteers,1,United Nations Volunteers
united purpose,1,United Purpose
united states agency for international development,1,United States Agency for International Development
united states conference of catholic bishops,1,United States Conference of Catholic Bishops
united states department of state,1,United States Department of State
united states energy association,1,United States Energy Association
united states pharmacopeial convention,1,United States Pharmacopeial Convention
united trust association,1,United Trust Association
united youth pineapple production,1,United Youth Pineapple Production Limited
uniterra program,1,Uniterra Program
uniting church in australia,1,Uniting Church in Australia
unity foundation,1,Unity Foundation
universal financial management solutions,1,Universal Financial Management Solutions
universidad autonoma de madrid,1,Universidad Autónoma de Madrid
universidad autonoma de occidente,1,Universidad Autónoma de Occidente
universidad autonoma metropolitana,1,Universidad Autónoma Metropolitana
universidad carlos iii de madrid,1,Universidad Carlos III de Madrid
universidad complutense madrid,1,Universidad Complutense Madrid
universidad de antioquia,1,Universidad de Antioquia
universidad de chile,1,Universidad de Chile
universidad de granada,1,Universidad de Granada
universidad de huelva,1,Universidad de Huelva
universidad de los andes,1,Universidad de los Andes
universidad de salamanca,1,Universidad de Salamanca
universidad de san martin de porres,1,Universidad de San Martin de Porres
universidad de zaragoza,1,Universidad de Zaragoza
universidad del valle,1,Universidad del Valle
universidad eafit,1,Universidad EAFIT
universidad ean,1,Universidad Ean
universidad icesi,1,Universidad ICESI
universidad internacional de andalucia,1,Universidad Internacional de Andalucía
universidad javeriana,1,Universidad Javeriana
universidad nacional autonoma de nicaragua leon,1,"Universidad Nacional Autonoma de Nicaragua, León"
universidad nacional de colombia,1,Universidad Nacional de Colombia
universidad nacional de educacion a distancia,1,Universidad Nacional de Educación a Distancia
universidad pablo de olavide,1,Universidad Pablo de Olavide
universidad politecnica de madrid,1,Universidad Politécnica de Madrid
universidade da coruna,1,Universidade da Coruña
universidade federal do parana,1,Universidade Federal do Paraná
universita cattolica del sacro cuore,1,Università Cattolica del Sacro Cuore
universita degli studi dell aquila,1,Università degli studi dell'Aquila
universita degli studi di brescia,1,Università degli Studi di Brescia
universita degli studi di firenze,1,Università degli Studi di Firenze
universita degli studi di foggia,1,Università degli Studi di Foggia
universita degli studi di macerata,1,Università degli Studi di Macerata
universita degli studi di milano bicocca,1,Università degli Studi di Milano-Bicocca
universita degli studi di palermo,1,Università degli Studi di Palermo
universita degli studi di roma tre,1,Università degli Studi di Roma Tre
universita degli studi di roma tre dipartimento di studi aziendali,1,Università degli Studi di Roma Tre - Dipartimento di Studi Aziendali
universita degli studi di sassari,1,Università degli Studi di Sassari
universita degli studi di trento,1,Università degli Studi di Trento
universita degli studi di trieste,1,Università degli Studi di Trieste
universita degli studi di urbino carlo bo,1,Università degli Studi di Urbino Carlo Bo
universita degli studi di verona,1,Università degli Studi di Verona
universita degli studi g d annunzio chieti,1,"Università degli Studi ""G. d'Annunzio""Chieti"
universita degli studi la sapienza,1,Universita Degli Studi La Sapienza
universita degli studi roma tre,1,Universita degli Studi Roma Tre
universita della calabria,1,Università della Calabria
universita di bologna,1,Università di Bologna
universita di bologna polo scientifco didattiico di forli,1,Universita Di Bologna - Polo Scientifco DidattIico Di Forli'
universita di pisa,1,Università di Pisa
universita per stranieri di perugia,1,Universitá per Stranieri di Perugia
universitat de les illes balears,1,Universitat de les Illes Balears
universitat de valencia,1,Universitat de València
universitat fur bodenkultur wien,1,Universität für Bodenkultur Wien
universitat jaume i,1,Universitat Jaume I
universitat politecnica de catalunya,1,Universitat Politècnica de Catalunya
universitat politecnica de valencia,1,Universitat Politècnica de València
universite alassane ouattara,1,Université Alassane Ouattara
universite de berne,1,Université de Berne
universite de conakry,1,Université de Conakry
universite de moncton,1,Université de Moncton
universite de montreal,1,Université de Montréal
universite de montreal office of research services and development,1,Université de Montréal - Office of Research Services and Development
universite de montreal service de l admission et du recrut,1,Universite De Montreal Service de L'Admission et du Recrut
universite de montreal unite de sante internationale,1,Université de Montréal - Unité de santé internationale
universite de ouagadougou,1,Université de Ouagadougou
universite de parakou,1,Université de Parakou
universite de sherbrooke,2,Universite de Sherbrooke|Université de Sherbrooke
universite du burundi,1,Université du Burundi
universite du quebec a montreal,1,Université du Québec à Montréal
universite du quebec a trois rivieres,1,Université du Québec à Trois-Rivières
universite du quebec en outaouais,1,Université du Québec en Outaouais
universite felix houphouet boigny,1,Université  Félix Houphouët-Boigny
universite gaston berger de saint louis,1,Université Gaston Berger de Saint-Louis
universite laval,1,Université Laval
universite mohammed vi polytechnique,1,Université Mohammed VI Polytechnique
universite nangui abrogoua,1,Université Nangui Abrogoua
universite nazi boni,1,Université Nazi Boni
universitetet i agder,1,Universitetet i Agder
universitetet i bergen,1,Universitetet i Bergen
universitetet i nordland,1,Universitetet i Nordland
universitetet i tromsø,1,Universitetet i Tromsø
universities canada,1,Universities Canada
university and research grants management agency spain,1,University and Research Grants Management Agency - Spain
university children’s hospital in damascus,1,The University Children’s Hospital in Damascus
university college cork,1,University College Cork
university college dublin,1,University College Dublin
university grants commission india,1,University Grants Commission - India
university of alberta,1,University of Alberta
university of alicante,1,University of Alicante
university of british columbia,1,University of British Columbia
university of calgary financial services,1,University of Calgary Financial Services
university of california davis,1,"University of California, Davis"
university of cantabria,1,University of Cantabria
university of engineering and technology,1,University of Engineering and Technology
university of florida,1,University of Florida
university of hawaii,1,University of Hawaii
university of helsinki,1,University of Helsinki
university of johannesburg,1,University of Johannesburg
